time_s,ue_id,cpu_j,radio_j,total_j
46.36,6,32.0973,4.096,36.1933
46.3764,8,27.0713,3.456,30.5273
46.5605,13,22.9258,2.944,25.8698
46.5768,20,22.9978,2.944,25.9418
46.6342,8,27.0713,3.456,30.5273
46.6949,19,21.9509,2.816,24.7669
46.7064,24,24.9597,3.2,28.1597
46.725,12,19.8514,2.56,22.4114
46.7374,15,24.1821,3.072,27.2541
46.9832,18,27.8129,3.584,31.3969
47.0519,14,26.8381,3.456,30.2941
47.0866,23,15.0547,1.92,16.9747
47.3398,6,33.1701,4.224,37.3941
47.4124,17,26.1154,3.328,29.4434
47.5803,9,23.812,3.072,26.884
47.8634,19,23.0496,2.944,25.9936
48.0599,24,28.0148,3.584,31.5988
48.0999,22,30.7243,3.84,34.5643
48.1179,24,28.0148,3.584,31.5988
48.1342,18,28.7774,3.712,32.4894
48.4279,17,27.0483,3.456,30.5043
48.4722,23,16.0372,2.048,18.0852
48.5174,12,20.8234,2.688,23.5114
48.5441,24,28.0148,3.584,31.5988
48.8191,13,24.0009,3.072,27.0729
48.9458,6,34.1169,4.352,38.4689
49.0562,7,34.0865,4.352,38.4385
49.1968,15,25.168,3.2,28.368
49.2755,7,34.0865,4.352,38.4385
49.3391,23,16.9607,2.176,19.1367
49.4207,12,21.7869,2.816,24.6029
49.525,22,31.7042,3.968,35.6722
49.7058,18,29.6977,3.84,33.5377
49.8078,24,28.9824,3.712,32.6944
49.815,21,17.5461,2.304,19.8501
50.0355,5,29.607,3.712,33.319
50.1847,12,23.7823,3.072,26.8543
50.2468,23,18.0303,2.304,20.3343
50.2863,22,32.6399,4.096,36.7359
50.5091,6,35.089,4.48,39.569
50.5202,12,23.7823,3.072,26.8543
50.528,11,29.7851,3.84,33.6251
50.5756,16,26.1631,3.328,29.4911
50.5843,8,28.0295,3.584,31.6135
50.7277,20,24.9889,3.2,28.1889
50.9708,24,30.9331,3.968,34.9011
51.0564,15,26.2668,3.328,29.5948
51.092,21,19.5889,2.56,22.1489
51.1788,20,24.9889,3.2,28.1889
51.2355,5,30.6042,3.84,34.4442
51.242,21,19.5889,2.56,22.1489
51.2437,9,24.7893,3.2,27.9893
51.2545,16,27.2375,3.456,30.6935
51.3359,8,29.1142,3.712,32.8262
51.5892,12,25.6399,3.328,28.9679
51.6278,16,28.1609,3.584,31.7449
51.6332,24,30.9331,3.968,34.9011
51.6408,12,25.6399,3.328,28.9679
51.75,22,33.7018,4.224,37.9258
52.0399,16,28.1609,3.584,31.7449
52.215,8,30.0939,3.84,33.9339
52.3127,14,27.9137,3.584,31.4977
52.3545,11,30.838,3.968,34.806
52.5449,12,26.6773,3.456,30.1333
52.5876,24,32.0077,4.096,36.1037
52.7696,16,29.2158,3.712,32.9278
52.8482,20,27.0971,3.456,30.5531
53.0873,11,31.8085,4.096,35.9045
53.099,20,27.0971,3.456,30.5531
53.4332,17,28.0857,3.584,31.6697
53.5364,21,20.6122,2.688,23.3002
53.6862,18,30.7251,3.968,34.6931
53.7295,16,30.2285,3.84,34.0685
53.84,23,19.0019,2.432,21.4339
53.8672,22,34.689,4.352,39.041
53.9129,11,32.7486,4.224,36.9726
54.3704,7,35.0486,4.48,39.5286
54.985,22,35.6399,4.48,40.1199
55.0062,11,34.7126,4.48,39.1926
55.0117,8,31.1016,3.968,35.0696
55.0119,9,25.8802,3.328,29.2082
55.1758,11,34.7126,4.48,39.1926
55.8334,19,24.0155,3.072,27.0875
55.8359,17,29.0232,3.712,32.7352
55.9382,23,21.0501,2.688,23.7381
55.9662,23,21.0501,2.688,23.7381
56.1266,6,37.0829,4.736,41.8189
56.2229,22,36.7082,4.608,41.3162
56.3001,9,29.0712,3.712,32.7832
56.3049,21,22.6564,2.944,25.6004
56.3084,10,33.9243,4.352,38.2763
56.3666,18,31.6644,4.096,35.7604
56.4917,7,36.0703,4.608,40.6783
56.5457,15,27.3256,3.456,30.7816
56.5807,9,29.0712,3.712,32.7832
56.592,19,25.0697,3.2,28.2697
56.6476,6,37.0829,4.736,41.8189
56.6488,9,29.0712,3.712,32.7832
56.7688,5,31.6475,3.968,35.6155
56.7963,21,24.5598,3.2,27.7598
56.8408,14,28.9105,3.712,32.6225
57.2251,24,34.1754,4.352,38.5274
57.2628,21,25.558,3.328,28.886
57.2763,21,25.558,3.328,28.886
57.4227,24,34.1754,4.352,38.5274
57.4258,11,35.7756,4.608,40.3836
57.5637,18,32.6847,4.224,36.9087
57.5947,21,25.558,3.328,28.886
57.6439,9,30.0461,3.84,33.8861
57.7693,13,25.08,3.2,28.28
57.7751,10,34.9535,4.48,39.4335
57.838,14,30.8134,3.968,34.7814
57.8495,8,32.1379,4.096,36.2339
58.0997,11,37.8477,4.864,42.7117
58.136,14,30.8134,3.968,34.7814
58.2288,24,35.205,4.48,39.685
58.6955,12,29.6934,3.84,33.5334
58.7142,11,37.8477,4.864,42.7117
58.7543,12,29.6934,3.84,33.5334
58.762,21,27.548,3.584,31.132
59.1367,21,27.548,3.584,31.132
59.2207,23,22.1281,2.816,24.9441
59.3028,9,32.0515,4.096,36.1475
59.3201,12,29.6934,3.84,33.5334
59.3301,17,30.057,3.84,33.897
59.3972,9,32.0515,4.096,36.1475
59.5719,16,33.3045,4.224,37.5285
59.6391,10,36.0077,4.608,40.6157
59.6945,15,28.2868,3.584,31.8708
59.754,16,33.3045,4.224,37.5285
59.9277,13,26.042,3.328,29.37
60.0625,20,27.9976,3.584,31.5816
60.1733,21,29.6184,3.84,33.4584
60.2235,16,34.3908,4.352,38.7428
60.3435,18,33.667,4.352,38.019
60.3638,24,36.1339,4.608,40.7419
60.4163,7,37.0963,4.736,41.8323
60.4265,15,29.2878,3.712,32.9998
60.6204,16,34.3908,4.352,38.7428
60.6403,17,32.1548,4.096,36.2508
60.7357,21,29.6184,3.84,33.4584
60.9949,23,24.0335,3.072,27.1055
61.2056,19,26.095,3.328,29.423
61.3243,17,32.1548,4.096,36.2508
61.344,12,30.6176,3.968,34.5856
61.369,23,24.0335,3.072,27.1055
61.3938,16,35.3808,4.48,39.8608
61.8667,9,33.1257,4.224,37.3497
62.098,18,34.712,4.48,39.192
62.1392,5,32.6789,4.096,36.7749
62.2863,8,33.1837,4.224,37.4077
62.3645,15,31.2843,3.968,35.2523
62.5589,13,27.9609,3.584,31.5449
62.6205,16,36.4758,4.608,41.0838
62.7221,15,32.2994,4.096,36.3954
62.8933,20,28.9776,3.712,32.6896
62.962,23,24.9728,3.2,28.1728
63.0676,14,31.8626,4.096,35.9586
63.0786,13,27.9609,3.584,31.5449
63.1272,11,39.8948,5.12,45.0148
63.1431,9,34.2073,4.352,38.5593
63.231,15,32.2994,4.096,36.3954
63.2412,22,37.6685,4.736,42.4045
63.5534,11,39.8948,5.12,45.0148
63.6783,8,34.2636,4.352,38.6156
63.6843,5,33.7388,4.224,37.9628
63.6907,7,38.039,4.864,42.903
63.8139,16,37.3914,4.736,42.1274
63.8716,14,32.7774,4.224,37.0014
64.0528,10,37.0249,4.736,41.7609
64.0618,22,38.5905,4.864,43.4545
64.2315,18,35.7406,4.608,40.3486
64.2551,9,36.1146,4.608,40.7226
64.3609,6,38.0365,4.864,42.9005
