time_s,ue_id,cpu_j,radio_j,total_j
49.3205,22,31.8234,29.9798,61.8032
49.4224,18,23.9704,22.249,46.2194
49.4984,18,23.9704,22.249,46.2194
49.5319,17,26.0569,28.9296,54.9866
49.6723,18,23.9704,22.249,46.2194
49.7,14,19.9281,18.2784,38.2065
49.7339,9,17.1614,16.9557,34.1171
49.8213,10,23.1187,21.1678,44.2866
49.8233,6,15.9669,23.6356,39.6024
49.9015,22,31.8234,29.9798,61.8032
49.9684,20,18.0321,26.2999,44.3319
50.0181,21,24.26,25.0637,49.3237
50.046,17,26.0569,28.9296,54.9866
50.0727,14,20.9579,18.9184,39.8763
50.4295,14,20.9579,18.9184,39.8763
50.5375,18,24.951,22.889,47.84
50.5503,13,20.4907,21.5715,42.0622
50.5972,11,17.9423,20.0833,38.0256
50.6905,22,32.7388,30.6198,63.3586
50.7204,13,20.4907,21.5715,42.0622
50.7847,20,18.9953,26.9399,45.9352
50.9239,12,23.9719,22.9411,46.913
50.9536,16,21.1079,26.7799,47.8878
50.9675,7,17.1133,22.9713,40.0846
51.0984,11,17.9423,20.0833,38.0256
51.1727,14,22.9791,20.1984,43.1776
51.2548,5,25.656,32.5201,58.1761
51.3161,23,24.1117,25.5845,49.6961
51.4334,9,19.2226,18.2357,37.4583
51.5035,23,24.1117,25.5845,49.6961
51.5287,6,18.0704,24.9156,42.9859
51.6956,14,23.8997,20.8384,44.7382
51.7648,10,24.0411,21.8078,45.8489
51.8303,16,22.0974,27.4199,49.5172
51.8818,9,20.2389,18.8757,39.1147
51.9052,6,18.0704,24.9156,42.9859
51.9096,22,33.7439,31.2598,65.0037
51.9433,13,21.4824,22.2115,43.6939
52.061,12,26.9985,24.8611,51.8597
52.1681,14,25.8934,22.1184,48.0118
52.172,20,19.9696,27.5799,47.5495
52.1736,24,21.1219,19.659,40.7809
52.2122,9,20.2389,18.8757,39.1147
52.2128,17,28.9144,30.8496,59.7641
52.2695,12,26.9985,24.8611,51.8597
52.2759,21,25.2903,25.7037,50.994
52.2838,12,26.9985,24.8611,51.8597
52.358,14,25.8934,22.1184,48.0118
52.3794,18,25.9718,23.529,49.5008
52.5823,14,25.8934,22.1184,48.0118
52.6086,17,28.9144,30.8496,59.7641
52.6294,19,18.9506,29.2688,48.2194
52.6422,24,21.1219,19.659,40.7809
52.7925,17,28.9144,30.8496,59.7641
53.5381,22,34.7749,31.8998,66.6747
53.7133,23,25.2076,26.2245,51.4321
53.7446,10,27.0276,23.7278,50.7554
53.8273,17,29.9774,31.4896,61.467
53.8668,13,22.395,22.8515,45.2465
53.8891,10,27.0276,23.7278,50.7554
53.9182,20,20.9264,28.2199,49.1463
53.9874,10,27.0276,23.7278,50.7554
54.1761,16,23.0898,28.0599,51.1497
54.3956,8,19.3173,24.0019,43.3192
54.6176,9,21.1823,19.5157,40.698
54.8088,17,31.0218,32.1296,63.1514
54.8949,8,19.3173,24.0019,43.3192
54.9383,16,26.066,29.9799,56.0458
54.9774,16,26.066,29.9799,56.0458
54.9956,24,22.034,20.299,42.333
55.0582,12,28.0096,25.5011,53.5108
55.1294,14,26.9928,22.7584,49.7512
55.2368,20,21.941,28.8599,50.8009
55.2921,10,28.0734,24.3678,52.4412
55.3286,16,26.066,29.9799,56.0458
55.3542,18,26.9597,24.169,51.1288
55.5967,8,22.2127,25.9219,48.1346
55.8385,8,22.2127,25.9219,48.1346
55.9005,20,22.8844,29.4999,52.3843
56.1492,8,22.2127,25.9219,48.1346
56.1801,19,19.8905,29.9088,49.7993
56.2663,23,26.2316,26.8645,53.0961
56.3036,21,27.442,26.9837,54.4257
56.452,16,27.9592,31.2599,59.219
56.5179,16,27.9592,31.2599,59.219
56.6039,21,27.442,26.9837,54.4257
56.7312,20,23.824,30.1399,53.9639
56.8239,12,29.0787,26.1411,55.2199
57.1385,7,18.1787,23.6113,41.7899
57.2613,5,27.5481,33.8001,61.3481
57.3152,11,18.85,20.7233,39.5733
57.3452,5,27.5481,33.8001,61.3481
57.4049,19,21.7837,31.1888,52.9724
57.447,23,28.125,28.1445,56.2695
57.4718,20,24.8299,30.7799,55.6098
57.5091,18,27.8815,24.809,52.6905
57.5145,21,29.4835,28.2637,57.7472
57.576,10,30.8989,26.2878,57.1867
